Month bomb,Month temp,Month Drone,Date temp,Year temp,Country,Date Bomb,Year Bomb,Blast Day Type,Holiday Type,Time,City,Province,Location Category,Location Sensitivity,Open/Closed Space,Target Type,Targeted Sect if any,Explosive Weight (max),Date,Year Drone,Province-1,S#,Killed Min,Killed Max,Injured Min,Injured Max,No. of Suicide Blasts,S#-1,No of Strike,Total Died Max,Longitude,Latitude,Temperature(C)-1,AverageTemperature,AverageTemperatureUncertainty
9,9,9,01/09/2009,2009,Pakistan,28/09/2009,2009,Working Day,,Monday Morning,bannu,KPK,Mobile,Low,Open,Anti-Militants,Sunni,NA,14/09/2009,2009,FATA,203,4,5,,,1,79,1,8,69.9,33.0333,22.705,27.295,0.167
9,9,9,01/09/2008,2008,Pakistan,06/09/2008,2008,Working Day,,NA,Peshawar,KPK,Police,High,Open,Police,None,150Kg,04/09/2008,2008,FATA,117,30,35,70,90,1,23,1,6,70.1455,32.9746,24.8,26.585,0.241
5,5,5,01/05/2011,2011,Pakistan,13/05/2011,2011,Working Day,,6:00 AM,Charsadda,KPK,Military,High,Open,Military,None,16-20kg,10/05/2011,2011,FATA,312,82,95,128,140,2,232,1,5,69.9,33.0333,21.745,29.616,0.195
12,12,12,01/12/2007,2007,Pakistan,04/12/2007,2007,Working Day,,NA,Peshawar,KPK,Military,High,Open,Military,None,NA,03/12/2007,2007,KPK,76,,1,,0,1,10,1,,70.6042,32.9861,13.79,10.806,0.181
9,9,9,01/09/2009,2009,Pakistan,12/09/2009,2009,Working Day,,5 min befor aftar,Hangu,KPK,Police,High,Closed,Police,None,NA,14/09/2009,2009,FATA,196,,,2,4,1,79,1,8,69.9,33.0333,22.705,27.295,0.167
5,5,5,01/05/2011,2011,Pakistan,28/05/2011,2011,Working Day,,10:00 AM,Bajaur Agency,FATA,Market,Low,Open,Anti-Militants,Sunni,,20/05/2011,2011,FATA,316,,8,,11,1,237,1,6,70.1455,32.9746,24.59,29.616,0.195
10,10,10,01/10/2008,2008,Pakistan,06/10/2008,2008,Working Day,,4:45:00 PM,Bhakkar,Punjab,Residence,Medium,Closed,Government Official,None,NA,03/10/2008,2008,FATA,124,22,26,60,100,1,29,2,21,70.1455,32.9746,24.585,23.498,0.211
10,10,10,01/10/2008,2008,Pakistan,10/10/2008,2008,Working Day,,NA,Orakzai Agency,FATA,Park/Ground,Low,Open,Anti-Militants,Sunni,8 ft deep crater,26/10/2008,2008,FATA,127,40,85,90,200,1,34,1,20,69.9,33.0333,15.24,23.498,0.211
12,12,12,01/12/2010,2010,Pakistan,23/12/2010,2010,Working Day,,NA,Islamabad,Capital,Religious,Medium,Closed,religious,Sunni,NA,10/12/2010,2010,FATA,289,,1,,2,1,199,1,4,70.1455,32.9746,6.135,10.46,0.236
11,11,11,01/11/2009,2009,Pakistan,14/11/2009,2009,Working Day,,4:15 PM,Peshawar,KPK,Police,High,Open,Police,None,50-60Kg,20/11/2009,2009,FATA,220,,12,25,35,1,89,1,10,70.1455,32.9746,8.23,16.174,0.304
5,5,5,01/05/2009,2009,Pakistan,05/05/2009,2009,Working Day,,MORNING,Peshawar,KPK,Military,High,Open,Military,None,85,16/05/2009,2009,FATA,168,7,11,25,48,1,64,1,29,70.1455,32.9746,22.33,28.991,0.189
4,4,4,01/04/2010,2010,Pakistan,05/04/2010,2010,Working Day,,12:00 noon,Lower Dir,KPK,Hotel,Medium,Open,Government Official,None,NA,14/04/2010,2010,FATA,256,50,56,75,120,3,124,1,5,70.1455,32.9746,18.55,25.855,0.218
10,10,10,01/10/2008,2008,Pakistan,16/10/2008,2008,Working Day,,NA,Swat,KPK,Police,High,Closed,Police,None,NA,23/10/2008,2008,FATA,128,,4,,27,1,33,1,11,70.1455,32.9746,16.47,23.498,0.211
6,6,6,01/06/2009,2009,Pakistan,26/06/2009,2009,Working Day,,6:00:00 AM/6:30:00 AM,Muzaffarabad,AJK,Mobile,High,Open,Military,None,NA,23/06/2009,2009,FATA,181,,2,3,4,1,67,1,50,69.9,33.0333,21.67,29.773,0.304
5,5,5,01/05/2009,2009,Pakistan,27/05/2009,2009,Working Day,,10.10 AM/10:30 AM,Lahore,Punjab,Police,High,Open,Police,None,125 kg,16/05/2009,2009,FATA,171,26,27,320,370,1,64,1,29,70.1455,32.9746,22.33,28.991,0.189
3,3,3,01/03/2010,2010,Pakistan,08/03/2010,2010,Working Day,,8:20:00 AM,Lahore,Punjab,Office Building,High,Open,Military,None,600Kg,27/03/2010,2010,FATA,250,13,14,80,100,1,121,1,4,70.1455,32.9746,14.455,21.344,0.365
11,11,11,01/11/2010,2010,Pakistan,30/11/2010,2010,Working Day,,8:45:00 AM,Bannu,KPK,Mobile,High,Open,Police,None,12 kg,26/11/2010,2010,FATA,284,2,6,6,22,1,196,1,4,70.1455,32.9746,8.01,16.519,0.096
12,12,12,01/12/2010,2010,Pakistan,08/12/2010,2010,Working Day,,1:00:00 PM,Kohat,KPK,Transport,Low,Open,Civilian,None,10 kg,16/12/2010,2010,FATA,287,18,20,,32,1,201,1,7,71.1481,34.0983,10.745,10.46,0.236
5,5,5,01/05/2011,2011,Pakistan,26/05/2011,2011,Working Day,,6:00 PM,Hangu,KPK,Police,High,Open,Police,None,450kg,12/05/2011,2011,FATA,315,28,32,55,60,1,233,1,8,70.1455,32.9746,21.975,29.616,0.195
8,8,8,01/08/2009,2009,Pakistan,23/08/2009,2009,Holiday,Weekend,,Peshawar,KPK,Residence,Low,open,Anti-Militants,Sunni,12Kg,05/08/2009,2009,FATA,193,,3,,15,1,73,1,3,69.9,33.0333,26.395,29.891,0.208
6,6,6,01/06/2011,2011,Pakistan,12/06/2011,2011,Holiday,Weekend,11:45 PM,Peshawar,KPK,Market,Low,Open,Civilian,None,10 Kg,20/06/2011,2011,FATA,318,32,35,80,107,1,247,1,12,69.9667,33.8167,27.95,31.228,0.31
9,9,9,01/09/2008,2008,Pakistan,22/09/2008,2008,Working Day,,NA,Swat,KPK,Military,High,Open,Military,None,NA,04/09/2008,2008,FATA,121,9,13,2,3,1,23,1,6,70.1455,32.9746,24.8,26.585,0.241
7,7,7,01/07/2010,2010,Pakistan,26/07/2010,2010,Working Day,,NA,Nowshehra,KPK,Residence,Medium,Closed,Government Official,Sunni,10 kg,24/07/2010,2010,FATA,269,,8,23,25,1,142,1,18,69.9,33.0333,24.5,29.965,0.175
4,4,4,01/02/2011,2011,Pakistan,11/02/2011,2011,Working Day,,,Mohmand Agency,Fata,Police,High,Open,Police,None,NA,24/02/2011,2011,FATA,596,,2,,6,2,437,6,7,140.291,65.9492,6.65,24.756,0.304
11,11,11,01/11/2008,2008,Pakistan,28/11/2008,2008,Working Day,,NA,Buner,KPK,Mobile,High,Open,Police,,NA,19/11/2008,2008,KPK,140,,9,,16,1,39,1,6,70.6042,32.9861,16.985,16.505,0.205
1,1,1,01/01/2010,2010,Pakistan,29/01/2010,2010,Working Day,,NA,Bajaur Agency,FATA,Military,High,Open,Military,None,NA,09/01/2010,2010,FATA,242,16,17,26,47,1,101,1,4,70.1455,32.9746,3.58,10.956,0.356
1,1,1,01/01/2010,2010,Pakistan,23/01/2010,2010,Working Day,,NA,Tank,KPK,Police,High,Open,Police,None,NA,09/01/2010,2010,FATA,241,4,5,3,11,1,101,1,4,70.1455,32.9746,3.58,10.956,0.356
10,10,10,01/10/2010,2010,Pakistan,07/10/2010,2010,Working Day,,6:45:00 PM,Karachi,Sindh,Religious,Medium,Closed,Religious,Sunni,6 kg,08/10/2010,2010,FATA,277,6,10,60,77,2,177,1,10,70.1455,32.9746,18.62,23.43,0.249
6,6,6,01/06/2008,2008,Pakistan,02/06/2008,2008,Working Day,,1:00:00 PM/1:05PM,Islamabad,Capital,Foreign,High,Closed,Foreigner,Jews,50kg,14/06/2008,2008,FATA,109,,8,25,30,1,16,3,1,69.9,33.0333,27.975,30.615,0.284
9,9,9,01/09/2009,2009,Pakistan,13/09/2009,2009,Holiday,Weekend,,Malakand,KPK,Military,High,Open,Military,None,NA,30/09/2009,2009,FATA,197,,1,3,5,2,83,1,6,70.1455,32.9746,22.43,27.295,0.167
11,11,11,01/11/2010,2010,Pakistan,11/11/2010,2010,Working Day,,NA,Poonch,AJK,Mobile,Low,open,Military,,NA,01/11/2010,2010,FATA,282,,0,,2,1,186,1,6,70.1455,32.9746,14.045,16.519,0.096
11,11,11,01/11/2008,2008,Pakistan,11/11/2008,2008,Working Day,,NA,Peshawar,KPK,Park/Ground,Low,Open,Government Official,None,7 or 8Kg,14/11/2008,2008,FATA,136,3,4,13,20,1,38,1,13,70.1455,32.9746,8.815,16.505,0.205
2,2,2,01/02/2010,2010,Pakistan,27/02/2010,2010,Holiday,Eid Milad un-Nabi,NA,Karak,KPK,Police,High,Open,Police,None,250Kg,14/02/2010,2010,FATA,248,,4,23,24,2,108,1,7,70.1455,32.9746,3.185,13.167,0.203
12,12,12,01/12/2010,2010,Pakistan,23/12/2010,2010,Working Day,,NA,Islamabad,Capital,Religious,Medium,Closed,religious,Sunni,NA,31/12/2010,2010,FATA,289,,1,,2,1,205,1,4,70.1455,32.9746,4.345,10.46,0.236
12,12,12,01/12/2009,2009,Pakistan,04/12/2009,2009,Working Day,,During Friday prayer,Rawalpindi,Punjab,Religious,Medium,Closed,Military,None,NA,31/12/2009,2009,FATA,225,36,40,75,83,1,96,2,4,70.1455,32.9746,5.87,11.959,0.179
11,11,11,01/11/2009,2009,Pakistan,09/11/2009,2009,Holiday,Iqbal Day,9.45 AM,Peshawar,KPK,Police,High,Open,Police,None,7Kg,05/11/2009,2009,FATA,216,,3,5,7,1,87,1,6,70.1455,32.9746,14.735,16.174,0.304
10,10,10,01/10/2008,2008,Pakistan,31/10/2008,2008,Working Day,,1:30:00 PM,Mardan,KPK,Police,High,Closed,Police,None,NA,26/10/2008,2008,FATA,131,9,10,21,25,1,34,1,20,69.9,33.0333,15.24,23.498,0.211
3,3,3,01/03/2010,2010,Pakistan,13/03/2010,2010,Working Day,,9:15:00 AM,Swat,KPK,Police,High,Open,Police,None,14 kg,23/03/2010,2010,FATA,252,14,17,52,60,1,120,1,6,70.1455,32.9746,16.27,21.344,0.365
12,12,12,01/12/2010,2010,Pakistan,10/12/2010,2010,Working Day,,4:00:00 PM,Hangu,KPK,Hospital,Low,Closed,civilian,None,400 KG,16/12/2010,2010,FATA,288,10,17,16,30,1,201,1,7,71.1481,34.0983,10.745,10.46,0.236
9,9,9,01/09/2010,2010,Pakistan,06/09/2010,2010,Holiday,Defence Day,7:05:00 AM,lakki marwat,KPK,Police,High,Closed,Police,None,600 kg,26/09/2010,2010,FATA,275,15,19,34,57,1,169,1,12,70.1455,32.9746,18.23,26.11,0.208
3,3,3,01/03/2011,2011,Pakistan,30/03/2011,2011,Working Day,,10:45 AM/ 11:00 AM,Swabi,KPK,Police,High,Open,Government Official,None,8Kg,17/03/2011,2011,FATA,305,10,13,12,23,1,228,1,41,70.1455,32.9746,15.38,18.579,0.211
2,2,2,01/02/2010,2010,Pakistan,18/02/2010,2010,Working Day,,NA,Khyber Agency,KPK,Religious,Medium,Open,Anti-Militants,Sunni,40Kg,15/02/2010,2010,FATA,245,22,31,30,110,1,109,1,4,70.1455,32.9746,-1.24,13.167,0.203
10,10,10,01/10/2010,2010,Pakistan,07/10/2010,2010,Working Day,,6:45:00 PM,Karachi,Sindh,Religious,Medium,Closed,Religious,Sunni,6 kg,04/10/2010,2010,FATA,277,6,10,60,77,2,173,1,9,70.1455,32.9746,21.1,23.43,0.249
3,3,3,01/03/2009,2009,Pakistan,27/03/2009,2009,Working Day,,NA,Khyber Agency,FATA,Religious,Medium,Closed,Religious,Sunni,NA,26/03/2009,2009,FATA,161,70,76,100,175,1,56,1,5,70.1455,32.9746,13,18.871,0.199
8,8,8,01/08/2011,2011,Pakistan,11/08/2011,2011,Working Day,,,Peshawar,KPK,Police,High,Open,Police,NA,,16/08/2011,2011,FATA,325,0,2,,12,1,258,2,4,70.1455,32.9746,22.96,29.003,0.231
2,2,2,01/02/2010,2010,Pakistan,27/02/2010,2010,Holiday,Eid Milad un-Nabi,NA,Karak,KPK,Police,High,Open,Police,None,250Kg,24/02/2010,2010,FATA,248,,4,23,24,2,112,1,9,70.1455,32.9746,8.915,13.167,0.203
10,10,10,01/10/2008,2008,Pakistan,29/10/2008,2008,Working Day,,2:15:00 PM,Bannu,KPK,Military,High,Open,Military,None,NA,26/10/2008,2008,FATA,130,,,,14,1,34,1,20,69.9,33.0333,15.24,23.498,0.211
6,6,6,01/03/2010,2010,Pakistan,29/03/2010,2010,Working Day,,,Tank,KPK,Government/Office Building,Medium,Closed,Anti-Militants,Sunni,NA,16/03/2010,2010,FATA,506,,4,,4,2,231,2,17,140.291,65.9492,30.6,42.688,0.73
12,12,12,01/12/2009,2009,Pakistan,01/12/2009,2009,Working Day,,NA,Swat,KPK,Residence,Medium,Closed,Government Official,None,10 Kg,10/12/2009,2009,FATA,223,1,2,11,30,1,91,1,10,69.9,33.0333,3.005,11.959,0.179
5,5,5,01/05/2009,2009,Pakistan,28/05/2009,2009,Working Day,,5:40pm,Peshawar,KPK,Police,High,Open,Police,None,5kg,16/05/2009,2009,FATA,172,3,5,3,9,1,64,1,29,70.1455,32.9746,22.33,28.991,0.189
9,9,9,01/09/2010,2010,Pakistan,09/09/2010,2010,Working Day,,12:30:00 PM,Quetta,Baluchistan,Residence,Medium,Open,Government Official,None,15 kg,25/09/2010,2010,FATA,276,2,5,3,6,1,168,1,4,70.1455,32.9746,19.375,26.11,0.208
12,12,12,01/12/2009,2009,Pakistan,15/12/2009,2009,Working Day,,2.30 pm,D.G Khan,KPK,Residence,Medium,Open,Government Official,None,1000 KG,08/12/2009,2009,FATA,229,24,33,55,70,1,90,2,3,70.1455,32.9746,3.95,11.959,0.179
9,9,9,01/09/2009,2009,Pakistan,18/09/2009,2009,Working Day,,10:00 AM,Kohat,KPK,Market,Low,Open,Civilian,None,150 kg,08/09/2009,2009,FATA,198,30,37,50,60,1,77,1,8,69.9,33.0333,21.295,27.295,0.167
12,12,12,01/12/2012,2012,Pakistan,22/12/2012,2012,Holiday,Weekend,,Peshawar,KPK,Residence,High,Closed,Government Official,None,4kg-6kg,28/12/2012,2012,FATA,368,,9,17,20,1,329,8,7,70.1455,32.9746,-3.165,11.541,0.208
9,9,9,01/09/2010,2010,Pakistan,06/09/2010,2010,Holiday,Defence Day,7:05:00 AM,lakki marwat,KPK,Police,High,Closed,Police,None,600 kg,19/09/2010,2010,FATA,275,15,19,34,57,1,163,1,5,70.1455,32.9746,16.995,26.11,0.208
9,9,9,01/09/2009,2009,Pakistan,21/09/2009,2009,Working Day,,After Midnight,Totalai,KPK,Educational,Low,Closed,Government Official,None,NA,14/09/2009,2009,FATA,200,,0,,,1,79,1,8,69.9,33.0333,22.705,27.295,0.167
10,10,10,01/10/2010,2010,Pakistan,07/10/2010,2010,Working Day,,6:45:00 PM,Karachi,Sindh,Religious,Medium,Closed,Religious,Sunni,6 kg,13/10/2010,2010,FATA,277,6,10,60,77,2,179,1,11,70.1455,32.9746,18.905,23.43,0.249
8,8,8,01/08/2011,2011,Pakistan,19/08/2011,2011,Working Day,,Friday prayer time,Khyber Agency,KPK,Religious,Medium,Closed,Civilian,NA,,01/08/2011,2011,FATA,326,47,60,70,130,1,255,1,6,69.9,33.0333,24.605,29.003,0.231
10,10,10,01/10/2009,2009,Pakistan,20/10/2009,2009,Working Day,,2:10:00 PM,Islamabad,Capital,Educational,Low,Closed,Civilian,None,16 Kg,21/10/2009,2009,FATA,210,5,6,29,40,2,85,1,5,70.1455,32.9746,11.66,22.055,0.179
12,12,12,01/12/2010,2010,Pakistan,06/12/2010,2010,Working Day,,2:00:00 PM,Mohmand Agency,Fata,Government,High,Closed,Government Official,None,NA,14/12/2010,2010,FATA,285,40,50,60,100,2,200,1,4,70.1455,32.9746,7.24,10.46,0.236
9,9,9,01/09/2010,2010,Pakistan,03/09/2010,2010,Working Day,,NA,Quetta,Baluchistan,Park/Ground,Low,Open,Civilian,None,15Kg,19/09/2010,2010,FATA,273,54,62,150,200,1,163,1,5,70.1455,32.9746,16.995,26.11,0.208
7,7,7,01/07/2009,2009,Pakistan,01/07/2009,2009,Working Day,,NA,Peshawar,KPK,Mobile,High,Open,Unknown,None,NA,10/07/2009,2009,FATA,183,,1,,,1,71,1,8,69.9,33.0333,23.24,30.551,0.263
4,4,4,01/04/2009,2009,Pakistan,18/04/2009,2009,Working Day,,3pm/4.15 pm,Hangu,KPK,Police,High,Open,Police,None,100,01/04/2009,2009,FATA,167,21,27,26,65,1,57,1,14,69.8597,32.6674,17.275,22.792,0.216
11,11,11,01/11/2008,2008,Pakistan,12/11/2008,2008,Working Day,,10:00:00 AM,Charsadda,KPK,Military,High,Closed,Military,None,NA,22/11/2008,2008,FATA,137,,7,10,12,1,40,1,5,70.1455,32.9746,8.75,16.505,0.205
7,7,7,01/07/2011,2011,Pakistan,11/07/2011,2011,Working Day,,,Peshawar,KPK,Market,Low,Open,Government Official,None,,11/07/2011,2011,FATA,321,,7,25,26,1,251,1,12,70.1455,32.9746,25,30.039,0.169
7,7,7,01/07/2009,2009,Pakistan,02/07/2009,2009,Working Day,,4:30pm,Rawalpindi,Punjab,Mobile,High,Open,Government official,None,10Kg,10/07/2009,2009,FATA,184,,1,25,40,1,71,1,8,69.9,33.0333,23.24,30.551,0.263
1,1,1,01/01/2008,2008,Pakistan,07/01/2008,2008,Working Day,,11:15:00 AM,Swat,KPK,Military,High,Open,Military,None,NA,29/01/2008,2008,FATA,85,,,12,13,1,11,1,13,70.1455,32.9746,2.18,7.382,0.159
6,6,6,01/03/2011,2011,Pakistan,01/03/2011,2011,Working Day,,Night,Karachi,Sindh,Park/Ground,Low,Open,civilian,None,,08/03/2011,2011,FATA,602,,0,,0,2,441,2,10,140.0455,66.0079,9.875,37.158,0.422
7,7,7,01/07/2009,2009,Pakistan,28/07/2009,2009,Working Day,,NA,North Waziristan,KPK,Police,High,Open,Police,None,NA,03/07/2009,2009,FATA,186,,2,3,5,1,68,1,17,69.9,33.0333,20.64,30.551,0.263
3,3,3,01/03/2009,2009,Pakistan,11/03/2009,2009,Working Day,,NA,Peshawar,KPK,Market,Low,Open,Government Official,None,NA,26/03/2009,2009,FATA,157,4,5,,6,1,56,1,5,70.1455,32.9746,13,18.871,0.199
3,3,3,01/03/2009,2009,Pakistan,11/03/2009,2009,Working Day,,NA,Peshawar,KPK,Market,Low,Open,Government Official,None,NA,12/03/2009,2009,FATA,157,4,5,,6,1,53,1,25,69.9667,33.8167,14.8,18.871,0.199
11,11,11,01/11/2010,2010,Pakistan,11/11/2010,2010,Working Day,,8:10:00 PM,Karachi,Sindh,Military,High,Closed,Military,None,1000 Kg,01/11/2010,2010,FATA,281,16,20,100,140,1,186,1,6,70.1455,32.9746,14.045,16.519,0.096
8,8,8,01/08/2008,2008,Pakistan,23/08/2008,2008,Working Day,,7:45:00 AM,Swat,KPK,Police,High,Open,Police,None,100Kg,27/08/2008,2008,FATA,115,7,15,,20,1,20,1,,69.9,33.0333,25.235,28.229,0.258
3,3,3,01/03/2008,2008,Pakistan,11/03/2008,2008,Working Day,,9:20:00 AM,Lahore,Punjab,Residence,Low,Closed,Civilian,None,30kg,16/03/2008,2008,FATA,102,3,6,,12,1,13,6,20,69.9,33.0333,18.32,20.455,0.159
4,4,4,01/04/2009,2009,Pakistan,04/04/2009,2009,Working Day,,,North waziristan,FATA,Mobile,High,Open,Military,None,NA,29/04/2009,2009,FATA,164,,8,,39,1,61,1,10,69.9,33.0333,23.6,22.792,0.216
7,7,7,01/07/2009,2009,Pakistan,01/07/2009,2009,Working Day,,NA,Peshawar,KPK,Mobile,High,Open,Unknown,None,NA,08/07/2009,2009,FATA,183,,1,,,1,70,1,60,69.9,33.0333,26.815,30.551,0.263
9,9,9,01/09/2011,2011,Pakistan,01/09/2011,2011,Holiday,Eid-ul-Fitar,Thursday night,Lakki marwat,KPK,Police,High,Open,Police,NA,300kg,30/09/2011,2011,FATA,328,3,2,14,25,1,265,1,4,69.9,33.0333,19.91,26.366,0.103
12,12,12,01/12/2007,2007,Pakistan,27/12/2007,2007,Working Day,,5:10:00 PM,Rawalpindi,Punjab,Park/Ground,Low,Open,Government official,None,NA,03/12/2007,2007,KPK,84,21,30,48,70,1,10,1,,70.6042,32.9861,13.79,10.806,0.181
4,4,4,01/04/2013,2013,Pakistan,23/04/2013,2013,Working Day,,,Quetta,Baluchistan,Residence,High,Open,Civilian,Shiite,,17/04/2013,2013,FATA,381,6,6,37,40,1,339,2,5,69.9,33.0333,16.305,22.958,0.356
10,10,10,01/10/2008,2008,Pakistan,31/10/2008,2008,Working Day,,1:30:00 PM,Mardan,KPK,Police,High,Closed,Police,None,NA,16/10/2008,2008,FATA,131,9,10,21,25,1,32,1,7,69.9,33.0333,15.875,23.498,0.211
7,7,7,01/07/2010,2010,Pakistan,01/07/2010,2010,Working Day,,10:46:00 PM/11:00 PM,Lahore,Punjab,Religious,Medium,Closed,Civilian,None,20 kg,15/07/2010,2010,FATA,265,40,42,,175,2,141,2,7,70.1455,32.9746,25.66,29.965,0.175
8,8,8,01/08/2009,2009,Pakistan,27/08/2009,2009,Working Day,,aftar time,Khyber Agency,FATA,Military,High,Open,Military,None,NA,27/08/2009,2009,FATA,194,20,22,10,27,1,76,1,10,69.9,33.0333,24.155,29.891,0.208
1,1,1,01/01/2009,2009,Pakistan,04/01/2009,2009,Holiday,Weekend,,Bannu,KPK,Police,High,open,Police,,,01/01/2009,2009,FATA,147,,1,,2,1,47,1,5,69.9,33.0333,6.505,10.513,0.164
11,11,11,01/11/2010,2010,Pakistan,30/11/2010,2010,Working Day,,8:45:00 AM,Bannu,KPK,Mobile,High,Open,Police,None,12 kg,11/11/2010,2010,FATA,284,2,6,6,22,1,190,1,8,70.1455,32.9746,12.24,16.519,0.096
2,2,2,01/02/2010,2010,Pakistan,27/02/2010,2010,Holiday,Eid Milad un-Nabi,NA,Karak,KPK,Police,High,Open,Police,None,250Kg,15/02/2010,2010,FATA,248,,4,23,24,2,109,1,4,70.1455,32.9746,-1.24,13.167,0.203
7,7,7,01/07/2011,2011,Pakistan,11/07/2011,2011,Working Day,,,Peshawar,KPK,Market,Low,Open,Government Official,None,,05/07/2011,2011,FATA,321,,7,25,26,1,250,1,4,70.1455,32.9746,24.455,30.039,0.169
3,3,3,01/03/2009,2009,Pakistan,02/03/2009,2009,Working Day,,NA,Pishin,Baluchistan,Educational,Low,Closed,Government Official,Sunni,NA,01/03/2009,2009,FATA,156,5,6,5,12,1,52,2,12,69.9,33.0333,14.21,18.871,0.199
3,3,3,01/03/2010,2010,Pakistan,29/03/2010,2010,Working Day,,,Bajaur Agency,FATA,Mobile,Low,Open,Anti-Militants,Sunni,NA,27/03/2010,2010,FATA,254,,2,5,8,1,121,1,4,70.1455,32.9746,14.455,21.344,0.365
6,6,6,01/03/2012,2012,Pakistan,23/03/2012,2012,Working Day,,,Khyber Agency,KPK,Religious,Low,Open,Anti-Militants,None,NA,13/03/2012,2012,FATA,698,10,26,18,20,2,577,2,8,139.8,66.0666,7.32,35.238,0.574
2,2,2,01/02/2010,2010,Pakistan,18/02/2010,2010,Working Day,,NA,Khyber Agency,KPK,Religious,Medium,Open,Anti-Militants,Sunni,40Kg,18/02/2010,2010,FATA,245,22,31,30,110,1,111,1,4,70.1455,32.9746,5.18,13.167,0.203
1,1,1,01/01/2013,2013,Pakistan,10/01/2013,2013,Working Day,,,Quetta,Baluchistan,Market,High,Closed,Civilian,Shiite,,02/01/2013,2013,FATA,369,51,93,116,121,2,330,1,17,69.9,33.0333,0.875,9.797,0.547
6,6,6,01/03/2011,2011,Pakistan,30/03/2011,2011,Working Day,,10:45 AM/ 11:00 AM,Swabi,KPK,Police,High,Open,Government Official,None,8Kg,08/03/2011,2011,FATA,610,20,26,24,46,2,441,2,10,140.0455,66.0079,9.875,37.158,0.422
12,12,12,01/12/2009,2009,Pakistan,07/12/2009,2009,Working Day,,8.42 pm,Lahore,Punjab,Market,Low,Open,Civilian,None,NA,17/12/2009,2009,FATA,227,38,45,100,135,2,92,1,2,70.1455,32.9746,3.53,11.959,0.179
9,9,9,01/09/2008,2008,Pakistan,24/09/2008,2008,Working Day,,NA,Quetta,Baluchistan,Military,High,Open,Military,None,8 Kg,12/09/2008,2008,FATA,122,1,14,22,25,1,26,1,14,70.1455,32.9746,25.485,26.585,0.241
10,10,10,01/10/2008,2008,Pakistan,06/10/2008,2008,Working Day,,4:45:00 PM,Bhakkar,Punjab,Residence,Medium,Closed,Government Official,None,NA,11/10/2008,2008,FATA,124,22,26,60,100,1,31,2,9,70.1455,32.9746,22.595,23.498,0.211
10,10,10,01/10/2008,2008,Pakistan,03/10/2008,2008,Holiday,Eid-ul-Fitar,4:00:00 PM,Peshawar,KPK,Residence,Medium,Closed,Government Official,None,NA,26/10/2008,2008,FATA,123,4,5,,18,1,34,1,20,69.9,33.0333,15.24,23.498,0.211
4,4,4,01/04/2010,2010,Pakistan,05/04/2010,2010,Working Day,,12:00 noon,Lower Dir,KPK,Hotel,Medium,Open,Government Official,None,NA,24/04/2010,2010,FATA,256,50,56,75,120,3,126,1,9,70.1455,32.9746,18.235,25.855,0.218
8,8,8,01/08/2011,2011,Pakistan,11/08/2011,2011,Working Day,,,Peshawar,KPK,Police,High,Open,Police,NA,,02/08/2011,2011,FATA,325,0,2,,12,1,256,1,4,70.1455,32.9746,25.725,29.003,0.231
11,11,11,01/11/2010,2010,Pakistan,01/11/2010,2010,Working Day,,8:45:00 AM,Swabi,KPK,Police,High,Open,Police,None,12 kg,26/11/2010,2010,FATA,279,2,5,10,13,1,196,1,4,70.1455,32.9746,8.01,16.519,0.096
10,10,10,01/10/2010,2010,Pakistan,18/10/2010,2010,Working Day,,NA,Lakki marwat,KPK,Park/Ground,Low,Open,civilian,None,1200Kg,28/10/2010,2010,FATA,278,,,5,14,1,185,1,7,70.1455,32.9746,13.355,23.43,0.249
2,2,2,01/02/2010,2010,Pakistan,10/02/2010,2010,Working Day,,NA,Khyber Agency,KPK,Mobile,High,Open,Military,None,NA,17/02/2010,2010,FATA,243,17,22,6,11,1,110,1,4,70.1455,32.9746,0.68,13.167,0.203
2,2,2,01/02/2013,2013,Pakistan,14/02/2013,2013,Working Day,,,Bannu,KPK,Police,High,Open,Police,None,,06/02/2013,2013,FATA,372,0,0,1,,4,335,4,5,70.1455,32.9746,2.08,11.951,0.483
7,7,7,01/07/2013,2013,Pakistan,08/07/2013,2013,Working Day,,,Hangu,KPK,Market,High,Open,Civilian,,,13/07/2013,2013,FATA,395,6,8,10,10,,342,2,2,70.1455,32.9746,25.04,30.502,0.263
2,2,2,01/02/2009,2009,Pakistan,20/02/2009,2009,Working Day,,,D.I Khan,KPK,Park/Ground,Low,Open,Civilian,Shiite,NA,14/02/2009,2009,FATA,153,30,36,150,200,1,50,1,35,69.9,33.0333,3.055,14.072,0.268
12,12,12,01/12/2010,2010,Pakistan,23/12/2010,2010,Working Day,,NA,Islamabad,Capital,Religious,Medium,Closed,religious,Sunni,NA,27/12/2010,2010,FATA,289,,1,,2,1,203,6,25,70.1455,32.9746,3.085,10.46,0.236
5,5,5,01/05/2009,2009,Pakistan,27/05/2009,2009,Working Day,,10.10 AM/10:30 AM,Lahore,Punjab,Police,High,Open,Police,None,125 kg,12/05/2009,2009,FATA,171,26,27,320,370,1,63,1,10,69.9,33.0333,22.4,28.991,0.189
1,1,1,01/01/2009,2009,Pakistan,04/01/2009,2009,Holiday,Weekend,7:30:00 PM,D.I Khan,KPK,Mobile,High,Open,Police,,10 kg,02/01/2009,2009,FATA,146,7,10,21,25,1,48,2,4,69.9,33.0333,6.505,10.513,0.164
